0	16000000	3333333.333	34666666.67	7333333.333
24	23000000	13000000	18000000	110000000
48	22000000	170000000	14000000	110000000
72	47000000	250000000	18000000	120000000
96	71000000	490000000	48000000	250000000
120	110000000	950000000	90000000	410000000
144	90000000	1090000000	90000000	980000000
192	100000000	400000000	120000000	390000000
288	80000000	190000000	160000000	270000000
