0	18000000	6666666.667	26666666.67	8666666.667
24	22000000	14000000	29000000	130000000
48	46000000	180000000	21000000	280000000
72	40000000	690000000	56000000	380000000
96	25000000	440000000	29000000	190000000
120	70000000	890000000	170000000	340000000
144	70000000	790000000	140000000	510000000
192	120000000	620000000	170000000	360000000
288	120000000	250000000	120000000	350000000
