0	16666666.67	7333333.333	37333333.33	8000000
24	17000000	11000000	12000000	80000000
48	53000000	120000000	35000000	150000000
72	60000000	490000000	48000000	290000000
96	90000000	510000000	88000000	250000000
120	110000000	980000000	240000000	630000000
144	110000000	690000000	180000000	580000000
192	110000000	340000000	160000000	320000000
288	150000000	180000000	190000000	420000000
